Geo Point;Geo Shape;id_geofla;code_comm;insee_com;nom_comm;statut;x_chf_lieu;y_chf_lieu;x_centroid;y_centroid;z_moyen;superficie;population;code_cant;code_arr;code_dept;nom_dept;code_reg;nom_region;codgeo;reg;dep;cv;ze2010;libgeo;id_modif_g;p11_tot;p06_tot;p11_0014;p11_1529;p11_3044;p11_4559;p11_6074;p11_75p;p06_0014;p06_1529;p06_3044;p06_4559;p06_6074;p06_75p;dens_poptt;dens_pop75
49.0357861801, 2.41591923278;"{""type"": ""Polygon"", ""coordinates"": [[[2.410273733201858, 49.023992571769554], [2.409546642243277, 49.02420480787747], [2.39957720792142, 49.03972052805216], [2.404686721229287, 49.044997238534414], [2.418526967368301, 49.046449782536186], [2.43492316081793, 49.03434400535098], [2.428552350886877, 49.02917943748464], [2.410273733201858, 49.023992571769554]]]}";35984;492;95492;LE PLESSIS-GASSOT;Commune simple;6572;68816;6572;68819;103;413;0.1;08;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95492;11;95;9508;0056;Le Plessis-Gassot;ZZZZZZ;69.0;77.0;12.0;18.0;17.0;8.0;11.0;3.0;13.0;15.0;19.0;15.0;8.0;7.0;16.7;0.7
48.3408766133, 2.60035520757;"{""type"": ""Polygon"", ""coordinates"": [[[2.614567289764506, 48.33052417884042], [2.585135891044398, 48.32583614486696], [2.57695543875541, 48.32975698138826], [2.589228261013637, 48.35813208854581], [2.592018959859851, 48.351654868672014], [2.609699391540071, 48.355601156608294], [2.617318563814713, 48.35111849945103], [2.626664742014473, 48.352245960551826], [2.614567289764506, 48.33052417884042]]]}";16073;477;77477;URY;Commune simple;6706;68048;6703;68045;120;829;0.8;03;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77477;11;77;7703;1105;Ury;ZZZZZZ;790.0;836.0;141.0;116.0;153.0;203.0;117.0;60.0;179.0;115.0;189.0;203.0;103.0;48.0;95.3;7.3
48.4485166395, 2.60051335634;"{""type"": ""Polygon"", ""coordinates"": [[[2.598354210599722, 48.434185936954385], [2.581961892447018, 48.44183030293566], [2.583383827659744, 48.451785337708756], [2.579324129477323, 48.45378620769342], [2.576783355858629, 48.460272539331996], [2.604234388794926, 48.454033806733186], [2.614110571829781, 48.45358951654314], [2.626735644200058, 48.45834396188845], [2.630376327460067, 48.456097277769814], [2.61930945869958, 48.44536562349199], [2.597829009307377, 48.43744988108885], [2.598354210599722, 48.434185936954385]]]}";28511;022;77022;BARBIZON;Commune simple;6707;68162;6704;68165;81;537;1.3;32;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77022;11;77;7732;1105;Barbizon;ZZZZZZ;1357.0;1571.0;236.0;189.0;221.0;314.0;277.0;121.0;308.0;209.0;277.0;397.0;258.0;121.0;252.7;22.5
48.4697661737, 2.61164875379;"{""type"": ""Polygon"", ""coordinates"": [[[2.630376327460067, 48.456097277769814], [2.626735644200058, 48.45834396188845], [2.614110571829781, 48.45358951654314], [2.604234388794926, 48.454033806733186], [2.576783355858629, 48.460272539331996], [2.576775774969459, 48.471283967027574], [2.583633978686187, 48.478235301197365], [2.603243196120983, 48.47782563153188], [2.613267507473293, 48.48543345896405], [2.630429024314676, 48.49089474996697], [2.645153810677051, 48.46890807806534], [2.630376327460067, 48.456097277769814]]]}";21935;069;77069;CHAILLY-EN-BIERE;Commune simple;6709;68186;6712;68189;79;1307;2.0;32;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77069;11;77;7732;1105;Chailly-en-Bière;ZZZZZZ;1974.0;2132.0;335.0;350.0;325.0;471.0;368.0;124.0;425.0;368.0;451.0;496.0;276.0;116.0;151.0;9.5
48.9419981883, 2.61700200964;"{""type"": ""Polygon"", ""coordinates"": [[[2.616211972441303, 48.92478769962372], [2.602598431431983, 48.92935660275357], [2.602402744539802, 48.935318114730535], [2.595934503003416, 48.93861477667014], [2.591905302944355, 48.949347295695695], [2.615254648199559, 48.9564386702922], [2.617720881831559, 48.95345205464653], [2.643350853897473, 48.95335118352713], [2.636741479251543, 48.94367334454642], [2.63646045291778, 48.93309715689931], [2.618277860859017, 48.927797874567005], [2.616211972441303, 48.92478769962372]]]}";19650;514;77514;VILLEPARISIS;Commune simple;6711;68715;6719;68714;71;830;24.1;06;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77514;11;77;7706;0056;Villeparisis;ZZZZZZ;24525.0;23302.0;5323.0;4993.0;5982.0;4396.0;2577.0;1255.0;4676.0;5225.0;5572.0;4505.0;2243.0;1080.0;2954.8;151.1
49.0509695359, 2.65542471026;"{""type"": ""Polygon"", ""coordinates"": [[[2.658493032185592, 49.03659058731539], [2.643233459349041, 49.04409930878479], [2.644442463624521, 49.06329107141633], [2.64601748495216, 49.06508504126993], [2.660160512720129, 49.061816978020914], [2.668886535893483, 49.0538118410057], [2.668511876856352, 49.043928953359426], [2.658493032185592, 49.03659058731539]]]}";22017;259;77259;LONGPERRIER;Commune simple;6754;68835;6748;68835;118;465;2.5;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77259;11;77;7709;0056;Longperrier;ZZZZZZ;2464.0;2273.0;556.0;586.0;585.0;514.0;177.0;47.0;512.0;562.0;559.0;477.0;129.0;33.0;529.9;10.1
48.6782857887, 2.70838590882;"{""type"": ""Polygon"", ""coordinates"": [[[2.690428187679012, 48.66248316582873], [2.67886685337296, 48.672328831212475], [2.71592902193415, 48.6948644895987], [2.72238475819809, 48.69448393023596], [2.737787690045033, 48.68722419644336], [2.727078037078403, 48.68034626797331], [2.726093672876227, 48.67378689548038], [2.706408640659128, 48.66513208330669], [2.690428187679012, 48.66248316582873]]]}";21280;127;77127;COUBERT;Commune simple;6776;68412;6785;68420;97;843;1.8;02;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77127;11;77;7702;1117;Coubert;ZZZZZZ;1962.0;1705.0;324.0;365.0;447.0;368.0;220.0;237.0;321.0;250.0;478.0;304.0;171.0;181.0;232.7;28.1
48.9042186439, 2.69939855845;"{""type"": ""Polygon"", ""coordinates"": [[[2.710286596678183, 48.903927997780876], [2.707593676338137, 48.89763540983628], [2.692999270795784, 48.89993705021007], [2.687901759009763, 48.91065238301658], [2.703041341463071, 48.90900920875187], [2.710286596678183, 48.903927997780876]]]}";22373;062;77062;CARNETIN;Commune simple;6783;68667;6779;68671;104;159;0.5;43;5;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77062;11;77;7743;0056;Carnetin;ZZZZZZ;488.0;427.0;93.0;82.0;107.0;105.0;80.0;21.0;68.0;87.0;89.0;104.0;55.0;23.0;306.9;13.3
48.8124542945, 2.79328879273;"{""type"": ""Polygon"", ""coordinates"": [[[2.796234512083132, 48.79393713718286], [2.776908005866563, 48.809083967200635], [2.771869488324392, 48.818517728809816], [2.784713375296714, 48.828119632088196], [2.802347486268761, 48.82961600959074], [2.803030137156004, 48.82920343682197], [2.806267692354183, 48.826726528173744], [2.804704142974985, 48.80414113715969], [2.815401942254143, 48.79750281217838], [2.812756082333419, 48.79506139896914], [2.796234512083132, 48.79393713718286]]]}";26125;510;77510;VILLENEUVE-SAINT-DENIS;Commune simple;6847;68572;6848;68569;122;742;0.7;27;3;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77510;11;77;7727;1102;Villeneuve-Saint-Denis;ZZZZZZ;728.0;693.0;114.0;105.0;132.0;142.0;143.0;92.0;119.0;101.0;138.0;142.0;113.0;80.0;98.1;12.5
48.2542947605, 2.81304078481;"{""type"": ""Polygon"", ""coordinates"": [[[2.828943957577242, 48.233774874129516], [2.80909538658572, 48.24033980162522], [2.774537866236185, 48.248493814670695], [2.784242433409859, 48.26046074251583], [2.792405125879625, 48.26465021729632], [2.837000721912554, 48.2720530535836], [2.843697269003722, 48.26359544172462], [2.836928793917195, 48.251736502563865], [2.828943957577242, 48.233774874129516]]]}";31966;329;77329;NANTEAU-SUR-LUNAIN;Commune simple;6859;67951;6861;67949;116;1330;0.7;24;4;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77329;11;77;7724;1107;Nanteau-sur-Lunain;ZZZZZZ;679.0;683.0;102.0;139.0;192.0;151.0;65.0;30.0;84.0;149.0;217.0;148.0;59.0;26.0;51.1;2.3
49.0101085628, 2.83291898468;"{""type"": ""Polygon"", ""coordinates"": [[[2.837262192006301, 48.99480284693872], [2.813598604727838, 48.989759817027675], [2.809683366511138, 48.99177689835052], [2.806359889910542, 49.01459332313642], [2.825266899752449, 49.026509577366376], [2.837125931304432, 49.02083441737997], [2.845497032244987, 49.02873131114659], [2.85566819441665, 49.029571211388344], [2.862503541013298, 49.025083333363874], [2.856575694465491, 49.01291039744798], [2.860664986931008, 49.00707044798444], [2.856610439353209, 49.005276268616626], [2.837262192006301, 48.99480284693872]]]}";16447;309;77309;MONTHYON;Commune simple;6873;68786;6877;68789;118;1211;1.6;09;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77309;11;77;7709;1104;Monthyon;ZZZZZZ;1644.0;1604.0;390.0;289.0;392.0;335.0;162.0;76.0;396.0;276.0;418.0;318.0;104.0;92.0;135.8;6.3
49.0058198768, 2.92807790082;"{""type"": ""Polygon"", ""coordinates"": [[[2.910396316803255, 48.98780296222814], [2.914540820845936, 49.01827986555391], [2.92095959934979, 49.0226992603683], [2.941498174826835, 49.020427097938125], [2.940205986273541, 49.01466267191782], [2.948342735318711, 49.01174407903027], [2.944697073023085, 48.995044326421514], [2.92958536845917, 48.99358868716326], [2.921652560604791, 48.989321516679574], [2.910396316803255, 48.98780296222814]]]}";17401;483;77483;VARREDDES;Commune simple;6948;68780;6947;68784;79;803;1.9;17;1;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77483;11;77;7717;1104;Varreddes;ZZZZZZ;1856.0;1867.0;359.0;333.0;371.0;395.0;230.0;168.0;395.0;315.0;388.0;404.0;199.0;166.0;231.1;20.9
48.6142332216, 2.96159846336;"{""type"": ""Polygon"", ""coordinates"": [[[2.95195371004905, 48.595494088961004], [2.947292254838625, 48.60549476977192], [2.935389205048283, 48.61186645453707], [2.935878271052012, 48.62235497058752], [2.92831490181751, 48.62678520120185], [2.946545697100052, 48.63262352170392], [2.956047155691214, 48.63013580161082], [2.96156074756587, 48.62438990801776], [2.986295853239493, 48.62466517260108], [2.990949877690257, 48.624422751819566], [2.986527961625492, 48.61905229912118], [2.993760521948391, 48.60776405395691], [2.985581642735445, 48.60680985962797], [2.987753015554649, 48.60185376862383], [2.95195371004905, 48.595494088961004]]]}";20847;381;77381;QUIERS;Commune simple;6977;68341;6971;68348;116;1179;0.7;22;2;77;SEINE-ET-MARNE;11;ILE-DE-FRANCE;77381;11;77;7722;1105;Quiers;ZZZZZZ;690.0;646.0;181.0;113.0;189.0;140.0;59.0;8.0;160.0;105.0;177.0;155.0;40.0;9.0;58.5;0.7
49.0729488615, 1.77364774249;"{""type"": ""Polygon"", ""coordinates"": [[[1.789381520171228, 49.05786213156639], [1.770733058215842, 49.05778068212599], [1.7594221613124, 49.06328479828623], [1.748257807859698, 49.06715272533213], [1.746327454502288, 49.07284287011845], [1.755896121289774, 49.08706044589415], [1.760776837999696, 49.087353652494805], [1.777519054345049, 49.08976416462755], [1.792819750911607, 49.08181669227375], [1.796546689667925, 49.07223219786449], [1.799408782156334, 49.06625386047929], [1.794299675406562, 49.05819935125864], [1.789381520171228, 49.05786213156639]]]}";27351;008;95008;AINCOURT;Commune simple;6103;68865;6103;68865;155;1009;1.0;16;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95008;11;95;9516;1110;Aincourt;ZZZZZZ;967.0;885.0;179.0;165.0;207.0;238.0;122.0;56.0;165.0;155.0;204.0;232.0;73.0;56.0;95.8;5.6
49.0264206637, 1.81316986042;"{""type"": ""Polygon"", ""coordinates"": [[[1.820380621006216, 49.011830999705275], [1.799137585224866, 49.01707006876478], [1.791165122331118, 49.02006562701359], [1.785220493733162, 49.03103087251463], [1.799614895708104, 49.031319518122835], [1.812421156477521, 49.0406554083094], [1.821814506380063, 49.04384139841093], [1.830859147661709, 49.035836383844696], [1.831662681758614, 49.020187803431995], [1.830198857099303, 49.013545809767365], [1.820380621006216, 49.011830999705275]]]}";28673;113;78113;BRUEIL-EN-VEXIN;Commune simple;6136;68819;6132;68813;129;742;0.7;10;1;78;YVELINES;11;ILE-DE-FRANCE;78113;11;78;7810;1110;Brueil-en-Vexin;ZZZZZZ;683.0;640.0;158.0;114.0;153.0;150.0;86.0;23.0;152.0;107.0;163.0;147.0;48.0;22.0;92.0;3.1
48.7565484282, 1.72527322588;"{""type"": ""Polygon"", ""coordinates"": [[[1.711462847802545, 48.736224311263236], [1.675093053798293, 48.74340028934991], [1.695020420419677, 48.758030215917096], [1.71476036249052, 48.75806439599418], [1.711082639932382, 48.76430338444003], [1.698996813965466, 48.77098166300248], [1.699484175721063, 48.77436013225712], [1.705637228251892, 48.77977901782905], [1.720929457981208, 48.780582363508515], [1.726837223915071, 48.78613239401528], [1.732277470407035, 48.77679949108723], [1.743435707580227, 48.77009016598003], [1.744710688639782, 48.76347421143481], [1.758762180550733, 48.762487695448314], [1.767348053719837, 48.765922775761936], [1.764097135194997, 48.738292085971416], [1.744067233748597, 48.74271558979788], [1.722939509258077, 48.74349892089584], [1.711462847802545, 48.736224311263236]]]}";25890;264;78264;GAMBAISEUIL;Commune simple;6067;68514;6062;68514;152;1915;0.1;18;2;78;YVELINES;11;ILE-DE-FRANCE;78264;11;78;7818;1109;Gambaiseuil;ZZZZZZ;72.0;63.0;10.0;14.0;8.0;22.0;16.0;2.0;11.0;8.0;15.0;21.0;8.0;0.0;3.8;0.1
48.6224983515, 1.72861527853;"{""type"": ""Polygon"", ""coordinates"": [[[1.752669945881442, 48.608607218319115], [1.738343397328804, 48.60413804532701], [1.718125079930369, 48.60717873720372], [1.715143387383042, 48.613147135185216], [1.691464016963653, 48.614409645927054], [1.689120799597954, 48.61154103020423], [1.683237939956231, 48.615110641508046], [1.690809696162538, 48.6172452886443], [1.697992171261962, 48.62741782993193], [1.709581551304758, 48.63293266133543], [1.713439931923688, 48.63112118967145], [1.729496765437649, 48.64616404096234], [1.739946739404806, 48.63841248476925], [1.757850133402432, 48.6315655924974], [1.759680433382461, 48.62133809844324], [1.752669945881442, 48.608607218319115]]]}";29362;557;78557;SAINT-HILARION;Commune simple;6066;68363;6062;68365;153;1427;0.9;18;2;78;YVELINES;11;ILE-DE-FRANCE;78557;11;78;7818;1112;Saint-Hilarion;ZZZZZZ;897.0;883.0;173.0;149.0;161.0;224.0;139.0;52.0;183.0;161.0;184.0;204.0;117.0;35.0;62.9;3.7
48.8324001775, 1.72423748749;"{""type"": ""Polygon"", ""coordinates"": [[[1.713343374151284, 48.81555392354547], [1.710372283772162, 48.83215306095985], [1.718919506605414, 48.848587971537036], [1.732908326850179, 48.846101578012615], [1.740031488487819, 48.83782094878033], [1.733221739954674, 48.820875176606734], [1.713343374151284, 48.81555392354547]]]}";23689;053;78053;BEHOUST;Commune simple;6060;68595;6063;68599;124;545;0.5;15;2;78;YVELINES;11;ILE-DE-FRANCE;78053;11;78;7815;1109;Béhoust;ZZZZZZ;482.0;453.0;92.0;78.0;86.0;114.0;78.0;33.0;89.0;60.0;98.0;114.0;61.0;31.0;88.4;6.1
49.0279919911, 1.75448471704;"{""type"": ""Polygon"", ""coordinates"": [[[1.755444721823971, 49.00603122748597], [1.73003533788051, 49.015423621825136], [1.735637866897225, 49.0486845382659], [1.751176843177372, 49.04822659714062], [1.762940927905428, 49.04254801577228], [1.772786313770358, 49.04212743950608], [1.785220493733162, 49.03103087251463], [1.767907563482745, 49.01138477464515], [1.755444721823971, 49.00603122748597]]]}";7560;246;78246;FONTENAY-SAINT-PERE;Commune simple;6087;68815;6089;68816;125;1306;1.0;10;1;78;YVELINES;11;ILE-DE-FRANCE;78246;11;78;7810;1110;Fontenay-Saint-Père;ZZZZZZ;988.0;986.0;208.0;149.0;224.0;220.0;124.0;63.0;236.0;149.0;230.0;226.0;97.0;47.0;75.7;4.9
48.769839356, 1.92404037065;"{""type"": ""Polygon"", ""coordinates"": [[[1.940190233964465, 48.75667082585463], [1.916218920217727, 48.75868639966815], [1.901068542801375, 48.76813642689261], [1.896875269960276, 48.77790205544173], [1.909132626618713, 48.78399606307103], [1.923446726575638, 48.780932795808056], [1.933118416455445, 48.78252165539681], [1.936505780837706, 48.77993441806611], [1.947364263333793, 48.76588195658954], [1.952045771936414, 48.76515857165059], [1.95194421881944, 48.759374054616124], [1.940190233964465, 48.75667082585463]]]}";25565;383;78383;MAUREPAS;Chef-lieu canton;6224;68519;6209;68527;152;844;18.7;34;2;78;YVELINES;11;ILE-DE-FRANCE;78383;11;78;7834;1116;Maurepas;ZZZZZZ;18928.0;18705.0;3673.0;3556.0;3961.0;3599.0;2922.0;1217.0;3461.0;3813.0;4119.0;3753.0;2707.0;852.0;2242.7;144.2
48.8450113548, 2.18665007789;"{""type"": ""Polygon"", ""coordinates"": [[[2.187209859199238, 48.83772909782282], [2.166622818791543, 48.83774033144329], [2.16734905813437, 48.84089323608299], [2.179811681931083, 48.845521204957684], [2.182605727070649, 48.85156614434391], [2.197861040831895, 48.854763223570366], [2.202369880745095, 48.84957701647397], [2.19557695827592, 48.84115834029632], [2.187209859199238, 48.83772909782282]]]}";34923;033;92033;GARCHES;Chef-lieu canton;6403;68609;6403;68608;134;271;18.2;18;2;92;HAUTS-DE-SEINE;11;ILE-DE-FRANCE;92033;11;92;9218;1101;Garches;ZZZZZZ;18118.0;18210.0;3685.0;2838.0;3876.0;3606.0;2597.0;1517.0;4041.0;2739.0;4256.0;3538.0;2291.0;1345.0;6685.6;559.7
48.9745244717, 2.17786777518;"{""type"": ""Polygon"", ""coordinates"": [[[2.17810516393922, 48.959769607724944], [2.178155279694161, 48.96351096835881], [2.175023434749356, 48.97324662651864], [2.166353805172909, 48.981477962135976], [2.173923846207283, 48.9865662112793], [2.183437886450422, 48.9793473014664], [2.185514395247174, 48.963660098246095], [2.17810516393922, 48.959769607724944]]]}";31502;257;95257;LA FRETTE-SUR-SEINE;Commune simple;6398;68752;6398;68752;46;202;4.6;31;1;95;VAL-D'OISE;11;ILE-DE-FRANCE;95257;11;95;9531;1119;La Frette-sur-Seine;ZZZZZZ;4574.0;4476.0;879.0;752.0;933.0;1042.0;653.0;315.0;834.0;749.0;962.0;1069.0;562.0;300.0;2264.4;155.9
48.5610752042, 2.19243577473;"{""type"": ""Polygon"", ""coordinates"": [[[2.188209487346613, 48.54693761998274], [2.173517459333103, 48.55154135889207], [2.18146576430893, 48.564055766827295], [2.198514645416659, 48.57566858296554], [2.211118362463292, 48.56961764575872], [2.205041256283274, 48.56008651385216], [2.188209487346613, 48.54693761998274]]]}";19013;581;91581;SAINT-YON;Commune simple;6398;68294;6404;68292;95;467;0.9;24;1;91;ESSONNE;11;ILE-DE-FRANCE;91581;11;91;9124;1116;Saint-Yon;ZZZZZZ;899.0;876.0;178.0;131.0;201.0;220.0;135.0;34.0;153.0;167.0;190.0;248.0;95.0;23.0;192.5;7.2
48.98824217, 2.25662443737;"{""type"": ""Polygon"", ""coordinates"": [[[2.273423372956812, 48.97670674547813], [2.249424348993508, 48.979319707136696], [2.242380838403832, 48.98360086440412], [2.24352253857789, 48.99433615091603], [2.250359431011817, 49.000682761776766], [2.252337979348142, 49.00185512552973], [2.263474556845591, 48.99817415409961], [2.273845820741737, 48.9767812443861], [2.273423372956812, 48.97670674547813]]]}";22431;219;95219;ERMONT;Chef-lieu canton;6458;68770;6455;68767;54;419;27.4;10;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95219;11;95;9510;0056;Ermont;ZZZZZZ;27304.0;28074.0;5243.0;5252.0;5558.0;5625.0;3415.0;2211.0;5744.0;5835.0;5893.0;5686.0;2932.0;1984.0;6516.5;527.8
48.6610194975, 2.26503430984;"{""type"": ""Polygon"", ""coordinates"": [[[2.257880670657986, 48.65014952433264], [2.250865228589127, 48.666045062365654], [2.264980876618782, 48.67043258021327], [2.277011555011159, 48.67057810803283], [2.276122658583966, 48.66022836793358], [2.273006686282876, 48.651906873040424], [2.257880670657986, 48.65014952433264]]]}";32302;665;91665;LA VILLE-DU-BOIS;Commune simple;6461;68402;6458;68403;116;355;7.1;20;3;91;ESSONNE;11;ILE-DE-FRANCE;91665;11;91;9120;1116;La Ville-du-Bois;ZZZZZZ;7118.0;6825.0;1582.0;1352.0;1548.0;1583.0;748.0;305.0;1562.0;1295.0;1754.0;1424.0;582.0;208.0;2005.1;85.9
48.9884077875, 2.30049978342;"{""type"": ""Polygon"", ""coordinates"": [[[2.297857372031162, 48.97508072247284], [2.291858276424344, 48.97624146910423], [2.285380127831755, 48.98440425832461], [2.292862067561397, 48.99584204256044], [2.310627837866103, 49.00201526949415], [2.315263227620924, 49.00081884761337], [2.307017294997445, 48.97759795550272], [2.303379426006342, 48.97891677433378], [2.297857372031162, 48.97508072247284]]]}";31961;598;95598;SOISY-SOUS-MONTMORENCY;Chef-lieu canton;6487;68766;6488;68767;59;394;17.4;24;2;95;VAL-D'OISE;11;ILE-DE-FRANCE;95598;11;95;9524;0056;Soisy-sous-Montmorency;ZZZZZZ;17531.0;17483.0;3336.0;2954.0;3621.0;3691.0;2489.0;1441.0;3408.0;3305.0;3622.0;3604.0;2215.0;1330.0;4449.5;365.7
48.9035359139, 2.30575230452;"{""type"": ""Polygon"", ""coordinates"": [[[2.303777114032849, 48.894151996261144], [2.287389258968528, 48.90364238144002], [2.31375825974117, 48.914021542157194], [2.319884458526642, 48.900458867312], [2.303777114032849, 48.894151996261144]]]}";8345;024;92024;CLICHY;Chef-lieu canton;6490;68672;6491;68672;30;308;58.9;91;2;92;HAUTS-DE-SEINE;11;ILE-DE-FRANCE;92024;11;92;9291;1101;Clichy;ZZZZZZ;59458.0;57162.0;11569.0;13093.0;15915.0;10061.0;5975.0;2845.0;10552.0;13754.0;14651.0;10385.0;5055.0;2766.0;19304.5;923.5
48.8153032159, 2.31648921432;"{""type"": ""Polygon"", ""coordinates"": [[[2.31904946488543, 48.809951991090315], [2.302679655234069, 48.81111677846929], [2.300143619531495, 48.81135378940563], [2.314148423547312, 48.82229055102851], [2.331908932008261, 48.81701278912108], [2.329063222575343, 48.81378604473158], [2.31904946488543, 48.809951991090315]]]}";3045;049;92049;MONTROUGE;Chef-lieu canton;6501;68575;6498;68574;75;207;48.6;27;1;92;HAUTS-DE-SEINE;11;ILE-DE-FRANCE;92049;11;92;9227;1101;Montrouge;ZZZZZZ;48710.0;45178.0;8317.0;10379.0;12636.0;8582.0;4927.0;3870.0;7233.0;10133.0;11650.0;8033.0;4481.0;3650.0;23531.4;1869.4
48.4685502881, 1.99842610136;"{""type"": ""Polygon"", ""coordinates"": [[[1.980522588094991, 48.45306864742252], [1.974717737616235, 48.46220455783974], [1.966820987901558, 48.4661577292509], [1.968700596260752, 48.4758457253624], [1.987281813644024, 48.477796006787955], [1.991581326565226, 48.48643351191744], [1.998991815784815, 48.48249264257997], [2.017785106698452, 48.48124605892547], [2.026102216584408, 48.46840417560089], [2.034182880095194, 48.464520574124684], [2.034115251494351, 48.46157805418014], [2.02506315666499, 48.46170199335131], [2.020279297525265, 48.45709218888897], [2.010230471370333, 48.45846632978918], [1.980522588094991, 48.45306864742252]]]}";35610;519;91519;RICHARVILLE;Commune simple;6261;68194;6259;68191;149;1047;0.4;07;1;91;ESSONNE;11;ILE-DE-FRANCE;91519;11;91;9107;1116;Richarville;ZZZZZZ;406.0;432.0;85.0;42.0;88.0;96.0;78.0;19.0;90.0;69.0;105.0;113.0;41.0;14.0;38.8;1.8
48.4555830213, 2.05114682408;"{""type"": ""Polygon"", ""coordinates"": [[[2.06336685889925, 48.44306293275576], [2.051643425535986, 48.44677553852365], [2.038487964945083, 48.44587795709004], [2.029559325458038, 48.452642968732874], [2.020849900537042, 48.45405593778121], [2.020279297525265, 48.45709218888897], [2.02506315666499, 48.46170199335131], [2.034115251494351, 48.46157805418014], [2.034182880095194, 48.464520574124684], [2.070364849228192, 48.46407165737031], [2.082204203427861, 48.459287508635576], [2.078499451232458, 48.457657374723084], [2.06336685889925, 48.44306293275576]]]}";19011;098;91098;BOUTERVILLIERS;Commune simple;6301;68173;6298;68176;145;711;0.4;08;1;91;ESSONNE;11;ILE-DE-FRANCE;91098;11;91;9108;1114;Boutervilliers;ZZZZZZ;379.0;324.0;86.0;58.0;102.0;76.0;46.0;11.0;63.0;54.0;79.0;81.0;33.0;14.0;53.3;1.6
48.7284642837, 2.04661853944;"{""type"": ""Polygon"", ""coordinates"": [[[2.066560867328435, 48.71761773317535], [2.061828414781668, 48.72302254667879], [2.034217400200059, 48.725941520165186], [2.029337974357251, 48.726594543354686], [2.01882440489619, 48.741278158222265], [2.035267042982004, 48.73241733493342], [2.056440404289166, 48.73229875506427], [2.072374080117832, 48.72324890254398], [2.066560867328435, 48.71761773317535]]]}";35417;406;78406;MILON-LA-CHAPELLE;Commune simple;6300;68477;6298;68480;118;308;0.3;05;2;78;YVELINES;11;ILE-DE-FRANCE;78406;11;78;7805;1116;Milon-la-Chapelle;ZZZZZZ;295.0;321.0;36.0;34.0;47.0;63.0;82.0;33.0;47.0;43.0;52.0;95.0;58.0;27.0;95.8;10.7
48.9815454377, 2.05025746939;"{""type"": ""Polygon"", ""coordinates"": [[[2.048854206529896, 48.959209696965196], [2.045555519141096, 48.96184541565867], [2.035319459458852, 48.96146673517027], [2.044321963681011, 48.98288799534604], [2.027031831577177, 48.989070961497916], [2.024722630781637, 48.99561693432556], [2.039921366247413, 48.99626108020562], [2.05186813144473, 48.99164388672774], [2.071883805063117, 48.99339209120591], [2.07438726645577, 48.98480538806334], [2.054221235138582, 48.96897354752106], [2.048854206529896, 48.959209696965196]]]}";20966;015;78015;ANDRESY;Chef-lieu canton;6310;68760;6304;68761;66;692;12.2;39;3;78;YVELINES;11;ILE-DE-FRANCE;78015;11;78;7839;1111;Andrésy;ZZZZZZ;11980.0;12558.0;2269.0;2026.0;2576.0;2389.0;1841.0;879.0;2518.0;2147.0;2955.0;2577.0;1586.0;774.0;1731.2;127.0
49.1340749867, 2.10393344842;"{""type"": ""Polygon"", ""coordinates"": [[[2.105550735568773, 49.113557878562546], [2.100515031328004, 49.112486289619], [2.091845442234113, 49.116359473102506], [2.093402587801008, 49.12601017026967], [2.086897007345478, 49.14143526864505], [2.090308767557176, 49.14381684518896], [2.08530925868989, 49.14908384670561], [2.085495629045222, 49.15250195903188], [2.105727573788025, 49.14935416243135], [2.112005787072461, 49.14372712610176], [2.116042961287111, 49.1416618632289], [2.126082003354004, 49.14285909604499], [2.128802230846663, 49.14001957355045], [2.114212416486921, 49.12288328212388], [2.109012373473051, 49.123339416100436], [2.105550735568773, 49.113557878562546]]]}";5764;627;95627;VALLANGOUJARD;Commune simple;6351;68936;6346;68930;91;752;0.6;34;3;95;VAL-D'OISE;11;ILE-DE-FRANCE;95627;11;95;9534;1119;Vallangoujard;ZZZZZZ;634.0;651.0;130.0;101.0;116.0;171.0;93.0;22.0;132.0;115.0;138.0;165.0;78.0;24.0;84.3;2.9
